anzsco_code,occupation,education,percentage
313111,Hardware Technicians,Year 11 ,3.9
313112,ICT Customer Support Officers,Year 11 ,1.8
313113,Web Administrators,Year 11 ,2.0
313199,Other ICT Support Technicians,Year 11 ,3.1
313211,Radiocommunications Technicians,Year 11 ,1.8
313212,Telecommunications Field Engineers,Year 11 ,1.9
313213,Telecommunications Network Planners,Year 11 ,0.6
313214,Telecommunications Technical Officers and Technologists,Year 11 ,1.4
321211,Motor Mechanics (General),Year 11 ,3.2
321212,Diesel Motor Mechanics,Year 11 ,4.9
321213,Motorcycle Mechanics,Year 11 ,4.7
321214,Small Engine Mechanics,Year 11 ,4.4
322111,Blacksmiths,Year 11 ,4.9
322112,Electroplaters,Year 11 ,7.1
322113,Farriers,Year 11 ,3.1
322114,Metal Casting Trades Workers,Year 11 ,6.5
322115,Metal Polishers,Year 11 ,8.7
322311,Metal Fabricators,Year 11 ,3.5
322312,Pressure Welders,Year 11 ,0.0
322313,Welders (First Class),Year 11 ,4.7
323111,Aircraft Maintenance Engineers (Avionics),Year 11 ,0.6
323112,Aircraft Maintenance Engineers (Mechanical),Year 11 ,1.4
323113,Aircraft Maintenance Engineers (Structures),Year 11 ,2.0
323211,Fitters (General),Year 11 ,2.2
323212,Fitter and Turners,Year 11 ,2.5
323213,Fitter-Welders,Year 11 ,2.8
323214,Metal Machinists (First Class),Year 11 ,3.2
323215,"Textile, Clothing and Footwear Mechanics",Year 11 ,3.2
323299,Other Metal Fitters and Machinists,Year 11 ,4.3
323311,Engravers,Year 11 ,7.0
323312,Gunsmiths,Year 11 ,3.5
323313,Locksmiths,Year 11 ,4.0
323314,Precision Instrument Makers and Repairers,Year 11 ,2.4
323315,Saw Doctors,Year 11 ,4.5
323316,Watch and Clock Makers and Repairers,Year 11 ,1.9
323411,Engineering Patternmakers,Year 11 ,0.0
323412,Toolmakers,Year 11 ,2.2
324211,Vehicle Body Builders,Year 11 ,5.6
324212,Vehicle Trimmers,Year 11 ,4.4
331111,Bricklayers,Year 11 ,4.4
331112,Stonemasons,Year 11 ,6.4
331212,Carpenters,Year 11 ,4.0
331213,Joiners,Year 11 ,4.0
333211,Fibrous Plasterers,Year 11 ,5.7
333212,Solid Plasterers,Year 11 ,5.3
334111,Plumbers (General),Year 11 ,4.1
334112,Airconditioning and Mechanical Services Plumbers,Year 11 ,4.2
334113,Drainers,Year 11 ,4.8
334114,Gasfitters,Year 11 ,2.3
334115,Roof Plumbers,Year 11 ,6.1
341111,Electricians (General),Year 11 ,2.3
341112,Electricians (Special Class),Year 11 ,0.0
341113,Lift Mechanics,Year 11 ,1.7
342211,Electrical Linesworkers,Year 11 ,1.3
342212,Technical Cable Jointers,Year 11 ,2.6
342311,Business Machine Mechanics,Year 11 ,4.1
342312,Communications Operators,Year 11 ,3.2
342313,Electronic Equipment Trades Workers,Year 11 ,3.4
342314,Electronic Instrument Trades Workers (General),Year 11 ,1.3
342315,Electronic Instrument Trades Workers (Special Class),Year 11 ,1.7
342411,Cablers (Data and Telecommunications),Year 11 ,4.9
342412,Telecommunications Cable Jointers,Year 11 ,6.6
342413,Telecommunications Linesworkers,Year 11 ,5.8
342414,Telecommunications Technicians,Year 11 ,2.7
351111,Bakers,Year 11 ,4.5
351112,Pastrycooks,Year 11 ,2.5
361111,Dog Handlers and Trainers,Year 11 ,3.4
361112,Horse Trainers,Year 11 ,6.6
361113,Pet Groomers,Year 11 ,6.6
361114,Zookeepers,Year 11 ,1.5
361115,Kennel Hands,Year 11 ,9.6
361199,Other Animal Attendants and Trainers,Year 11 ,5.6
362211,Gardeners (General),Year 11 ,6.4
362212,Arborists,Year 11 ,4.3
362213,Landscape Gardeners,Year 11 ,6.0
392111,Print Finishers,Year 11 ,6.1
392112,Screen Printers,Year 11 ,6.1
392311,Printing Machinists,Year 11 ,3.7
392312,Small Offset Printers,Year 11 ,7.4
393111,Canvas Goods Fabricators,Year 11 ,8.6
393112,Leather Goods Makers,Year 11 ,3.6
393113,Sail Makers,Year 11 ,5.0
393114,Shoemakers,Year 11 ,6.4
393211,Apparel Cutters,Year 11 ,7.6
393212,Clothing Patternmakers,Year 11 ,0.9
393213,Dressmakers and Tailors,Year 11 ,3.9
393299,Other Clothing Trades Workers,Year 11 ,5.5
394211,Furniture Finishers,Year 11 ,3.9
394212,Picture Framers,Year 11 ,6.0
394213,Wood Machinists,Year 11 ,5.1
394214,Wood Turners,Year 11 ,4.8
394299,Other Wood Machinists and Wood Trades Workers,Year 11 ,4.0
399111,Boat Builders and Repairers,Year 11 ,5.4
399112,Shipwrights,Year 11 ,3.5
399211,Chemical Plant Operators,Year 11 ,5.0
399212,Gas and Petroleum Operators,Year 11 ,2.7
399213,Power Generation Plant Operators,Year 11 ,0.8
399311,Gallery and Museum Technicians,Year 11 ,5.1
399312,Library Technicians,Year 11 ,3.5
399511,Broadcast Transmitter Operators,Year 11 ,1.6
399512,"Camera Operators (Film, Television or Video)",Year 11 ,3.5
399513,Light Technicians,Year 11 ,3.2
399514,Make Up Artists,Year 11 ,2.0
399515,Musical Instrument Makers and Repairers,Year 11 ,2.8
399516,Sound Technicians,Year 11 ,2.8
399517,Television Equipment Operators,Year 11 ,6.5
399599,Other Performing Arts Technicians,Year 11 ,3.2
399911,Divers,Year 11 ,3.4
399912,Interior Decorators,Year 11 ,3.4
399913,Optical Dispensers,Year 11 ,3.4
399914,Optical Mechanics,Year 11 ,2.7
399915,Photographer's Assistants,Year 11 ,2.9
399916,Plastics Technicians,Year 11 ,4.8
399917,Wool Classers,Year 11 ,3.4
399918,Fire Protection Equipment Technicians,Year 11 ,4.3
399999,Technicians and Trades Workers (not covered elsewhere),Year 11 ,3.8
411111,Ambulance Officers,Year 11 ,0.5
411112,Intensive Care Ambulance Paramedics,Year 11 ,0.0
411211,Dental Hygienists,Year 11 ,0.4
411212,Dental Prosthetists,Year 11 ,0.0
411213,Dental Technicians,Year 11 ,0.9
411214,Dental Therapists,Year 11 ,0.0
411411,Enrolled Nurses,Year 11 ,0.4
411412,Mothercraft Nurses,Year 11 ,0.0
411711,Community Workers,Year 11 ,2.0
411712,Disabilities Services Officers,Year 11 ,1.6
411713,Family Support Workers,Year 11 ,2.5
411714,Parole and Probation Officers,Year 11 ,1.7
411715,Residential Care Officers,Year 11 ,1.4
411716,Youth Workers,Year 11 ,1.9
421111,Child Care Workers,Year 11 ,1.3
421112,Family Day Care Workers,Year 11 ,0.7
421113,Nannies,Year 11 ,4.3
421114,Out of School Hours Care Workers,Year 11 ,2.2
422111,Aboriginal and Torres Strait Islander Education Workers,Year 11 ,6.8
422112,Integration Aides,Year 11 ,2.9
422115,Preschool Aides,Year 11 ,1.8
422116,Teachers' Aides,Year 11 ,2.8
423311,Hospital orderlies,Year 11 ,5.0
423312,Nursing Support Workers,Year 11 ,1.0
423313,Personal Care Assistants,Year 11 ,2.3
423314,Therapy Aides,Year 11 ,1.8
423411,Child and Youth Residential Care Assistants,Year 11 ,3.2
423412,Hostel Parents,Year 11 ,2.8
423413,Refuge Workers,Year 11 ,3.0
431111,Bar Attendants,Year 11 ,5.4
431112,Baristas,Year 11 ,6.7
431911,Bar Usefuls and Bussers,Year 11 ,8.3
431912,Doorpersons and Luggage Porters,Year 11 ,4.9
431999,Hospitality Workers (not covered elsewhere),Year 11 ,11.3
441211,Emergency Service Workers,Year 11 ,1.4
441212,Fire Fighters,Year 11 ,1.8
441311,Detectives,Year 11 ,0.8
441312,Police Officers,Year 11 ,1.4
442211,"Alarm, Security and Surveillance Monitors",Year 11 ,4.1
442212,Armoured Car Escorts,Year 11 ,5.0
442213,Crowd Controllers,Year 11 ,5.4
442214,Private Investigators,Year 11 ,2.3
442215,Retail Loss Prevention Officers,Year 11 ,10.0
442216,Security Consultants,Year 11 ,2.5
442217,Security Officers,Year 11 ,4.6
442299,Other Security Workers,Year 11 ,4.1
451311,Funeral Directors,Year 11 ,7.7
451399,Funeral Workers (Other),Year 11 ,6.4
451411,Gallery and Museum Guides,Year 11 ,1.4
451412,Tour Guides,Year 11 ,3.5
451511,Natural Remedy Consultants,Year 11 ,1.9
451512,Weight Loss Consultants,Year 11 ,5.8
451513,Herbalists (Western),Year 11 ,4.6
451611,Tourist Information Officers,Year 11 ,3.4
451612,Travel Consultants,Year 11 ,2.2
451711,Flight Attendants,Year 11 ,3.2
451799,Other Travel Attendants,Year 11 ,6.9
451811,Civil Celebrants,Year 11 ,2.9
451812,Hair and Beauty Salon Assistants,Year 11 ,14.3
451814,Body Artists,Year 11 ,5.9
451815,First Aid Trainers,Year 11 ,0.8
451816,Religious Assistants,Year 11 ,0.6
451899,Personal Service Workers (not covered elsewhere),Year 11 ,5.0
452211,Bungy Jump Masters,Year 11 ,
452212,Fishing Guides,Year 11 ,3.5
452213,Hunting Guides,Year 11 ,
452214,Mountain and Glacier Guides,Year 11 ,
452215,Outdoor Adventure Instructors,Year 11 ,2.1
452216,Trekking Guides,Year 11 ,0.0
452217,Whitewater Rafting Guides,Year 11 ,
452299,Other Outdoor Adventure Guides,Year 11 ,4.9
452311,"Scuba, Snorkelling and Dive instructors",Year 11 ,1.9
452312,Gymnastics Coaches and Instructors,Year 11 ,10.4
452313,Horse Riding Coaches and Instructors,Year 11 ,4.1
452314,Snowsport Instructors,Year 11 ,2.7
452315,Swimming Coaches and Instructors,Year 11 ,7.7
452316,Tennis Coaches,Year 11 ,6.7
452317,Other Sports Coaches and Instructors,Year 11 ,6.3
452318,Dog and Horse Racing Officials,Year 11 ,3.5
452321,Sports Development Officers,Year 11 ,1.4
452322,Sports Umpires,Year 11 ,17.1
452323,Other Sports Officials,Year 11 ,9.9
452411,"Footballers (Soccer, Rugby and AFL)",Year 11 ,5.8
452412,Golfers,Year 11 ,1.7
452413,Jockeys,Year 11 ,4.1
452414,Lifeguards,Year 11 ,9.8
452499,Other Sportspersons,Year 11 ,4.5
511111,Contract Administrators,Year 11 ,1.8
511112,Program and Project Administrators,Year 11 ,1.8
512211,Health Practice Managers,Year 11 ,3.5
512299,Other Practice Managers,Year 11 ,2.9
521211,Secretaries (General),Year 11 ,6.5
521212,Legal Secretaries,Year 11 ,5.7
532111,Data Entry Operators,Year 11 ,6.2
532112,Machine Shorthand Reporters,Year 11 ,3.9
532113,Typists,Year 11 ,8.6
541111,Call Centre or Contact Centre Team Leaders,Year 11 ,4.5
541112,Call Centre or Contact Centre Operators,Year 11 ,5.2
542111,Receptionists (General),Year 11 ,6.7
542112,Admissions Clerks,Year 11 ,7.1
542113,Hotel and Motel Receptionists,Year 11 ,4.5
542114,Medical Receptionists,Year 11 ,6.2
551111,Accounts Clerks,Year 11 ,5.2
551112,Cost Clerks,Year 11 ,2.5
552311,Bookmakers,Year 11 ,2.3
552312,Insurance Consultants,Year 11 ,3.4
552313,Money Market Clerks,Year 11 ,2.8
552314,Statistical Clerks,Year 11 ,0.0
561111,Betting Agency Counter Clerks,Year 11 ,10.1
561112,Bookmaker's Clerks,Year 11 ,
561113,Telephone Betting Clerks,Year 11 ,9.3
561199,Other Betting Clerks,Year 11 ,5.5
561211,Couriers,Year 11 ,6.6
561212,Postal Delivery Officers,Year 11 ,8.2
561411,Mail Clerks,Year 11 ,6.2
561412,Postal Sorting Officers,Year 11 ,7.0
561911,Classified Advertising Clerks,Year 11 ,2.7
561912,Meter Readers,Year 11 ,6.7
561913,Parking Inspectors,Year 11 ,5.8
561999,Clerical and Office Support Workers (not covered elsewhere),Year 11 ,5.5
591112,Production Clerks,Year 11 ,5.0
591113,Purchasing Officers,Year 11 ,4.8
591115,Stock Clerks,Year 11 ,5.9
591116,Warehouse Administrators,Year 11 ,6.2
591117,Order Clerks,Year 11 ,6.1
591211,Despatching and Receiving Clerks,Year 11 ,6.3
591212,Import-Export Clerks,Year 11 ,3.4
599111,Conveyancers,Year 11 ,4.2
599112,Legal Executives,Year 11 ,2.0
599211,Clerks of Court,Year 11 ,2.3
599212,Court Bailiffs and Sheriffs,Year 11 ,5.3
599213,Court Orderlies,Year 11 ,2.9
599214,Law Clerks,Year 11 ,3.3
599215,Trust Officers,Year 11 ,5.2
599511,Customs Officers,Year 11 ,2.9
599512,Immigration Officers,Year 11 ,1.7
599513,Motor Vehicle Licence Examiners,Year 11 ,5.0
599514,Noxious Weeds and Pest Inspectors,Year 11 ,2.8
599515,Social Security Assessors,Year 11 ,4.4
599516,Taxation Inspectors,Year 11 ,1.2
599517,Train Examiners,Year 11 ,4.9
599518,Transport Operations Inspectors,Year 11 ,4.1
599521,Water Inspectors,Year 11 ,3.5
599599,Other Inspectors and Regulatory Officers,Year 11 ,2.7
599611,Insurance Investigators,Year 11 ,1.7
599612,Insurance Loss Adjusters,Year 11 ,1.9
599613,Insurance Risk Surveyors,Year 11 ,0.7
599912,"Production Assistants (Film, Television, Radio or Stage)",Year 11 ,1.2
599913,Proof Readers,Year 11 ,2.9
599914,Radio Despatchers,Year 11 ,3.2
599915,Clinical Coders,Year 11 ,1.4
599916,Facilities Administrators,Year 11 ,3.1
599999,Clerical and Administrative Workers (not covered elsewhere),Year 11 ,1.8
611111,Auctioneers,Year 11 ,4.1
611112,Stock and Station Agents,Year 11 ,8.1
611311,Sales Representatives (Building and Plumbing Supplies),Year 11 ,6.4
611312,Sales Representatives (Business Services),Year 11 ,4.1
611313,Sales Representatives (Motor Vehicle Parts and Accessories),Year 11 ,7.6
611314,Sales Representatives (Personal and Household Goods),Year 11 ,5.5
611399,Other Sales Representatives,Year 11 ,4.2
612111,Business Brokers,Year 11 ,2.2
612112,Property Managers,Year 11 ,2.8
612113,Real Estate Agency Principals,Year 11 ,1.5
612114,Real Estate Agents,Year 11 ,1.9
612115,Real Estate Representatives,Year 11 ,3.0
621311,Motor Vehicle and Caravan Salespersons,Year 11 ,6.6
621312,Motor Vehicle Parts Interpreters,Year 11 ,8.2
621711,Cash Van Salespersons,Year 11 ,6.9
621712,Door-to-door Salespersons,Year 11 ,3.7
621713,Street Vendors,Year 11 ,6.1
621911,Materials Recyclers,Year 11 ,7.4
621912,Rental Salespersons,Year 11 ,5.9
621999,Sales Assistants and Salespersons (not covered elsewhere),Year 11 ,6.7
631111,Checkout Operators,Year 11 ,13.3
631112,Cashiers,Year 11 ,9.5
639111,Models,Year 11 ,6.1
639112,Sales Demonstrators,Year 11 ,8.4
639211,Retail Buyers,Year 11 ,2.7
639212,Wool Buyers,Year 11 ,6.7
639411,Ticket Sellers,Year 11 ,5.8
639412,Transport Conductors,Year 11 ,8.9
711111,Clay Products Machine Operators,Year 11 ,7.0
711112,Concrete Products Machine Operators,Year 11 ,8.9
711113,Glass Production Machine Operators,Year 11 ,8.1
711114,Stone Processing Machine Operators,Year 11 ,4.9
711199,"Other Clay, Concrete, Glass and Stone Processing Machine Operators",Year 11 ,7.2
711311,Paper Products Machine Operators,Year 11 ,8.3
711313,Sawmilling Operators,Year 11 ,9.8
711314,Other Wood Processing Machine Operators,Year 11 ,8.4
711511,Plastic Cablemaking Machine Operators,Year 11 ,8.9
711512,Plastic Compounding and Reclamation Machine Operators,Year 11 ,6.8
711513,Plastics Fabricators and Welders,Year 11 ,6.9
711514,Plastics Production Machine Operators (General),Year 11 ,6.3
711515,Reinforced Plastic and Composite Production Workers,Year 11 ,11.1
711516,Rubber Production Machine Operators,Year 11 ,7.5
711599,Other Plastics and Rubber Production Machine Operators,Year 11 ,6.1
711711,Footwear Production Machine Operators,Year 11 ,8.1
711712,Hide and Skin Processing Machine Operators,Year 11 ,5.8
711713,Knitting Machine Operators,Year 11 ,7.4
711714,Textile Dyeing and Finishing Machine Operators,Year 11 ,9.6
711715,Weaving Machine Operators,Year 11 ,9.5
711716,Yarn Carding and Spinning Machine Operators,Year 11 ,5.6
711799,Other Textile and Footwear Production Machine Operators,Year 11 ,5.6
711911,Chemical Production Machine Operators,Year 11 ,5.2
711912,Motion Picture Projectionists,Year 11 ,6.1
711913,Sand Blasters,Year 11 ,7.3
711914,Sterilisation Technicians,Year 11 ,2.3
711999,Machine Operators (not covered elsewhere),Year 11 ,6.7
712211,Drillers,Year 11 ,6.8
712212,Miners,Year 11 ,7.3
712213,Shot Firers,Year 11 ,7.2
712911,Boiler and Engine Operators,Year 11 ,6.6
712912,Bulk Materials Handling Plant Operators,Year 11 ,8.0
712913,Cement Production Plant Operators,Year 11 ,5.1
712914,Concrete Batching Plant Operators,Year 11 ,8.9
712915,Concrete Pump Operators,Year 11 ,9.0
712916,Paper and Pulp Mill Operators,Year 11 ,8.8
712917,Railway Signal Operators,Year 11 ,6.5
712918,Train Controllers,Year 11 ,5.5
712921,Waste Water and Water Plant Operators,Year 11 ,3.4
712922,Weighbridge Operators,Year 11 ,8.4
712999,Stationary Plant Operators (not covered elsewhere),Year 11 ,7.7
721111,Agricultural and Horticultural Mobile Plant Operators,Year 11 ,7.9
721112,Logging Plant Operators,Year 11 ,11.0
721211,Earthmoving Plant Operators (General),Year 11 ,6.3
721212,Backhoe Operators,Year 11 ,5.3
721213,Bulldozer Operators,Year 11 ,6.5
721214,Excavator Operators,Year 11 ,7.1
721215,Grader Operators,Year 11 ,8.7
721216,Loader Operators,Year 11 ,9.6
721911,Aircraft Baggage Handlers and Airline Ground Crews,Year 11 ,5.2
721912,Linemarkers,Year 11 ,8.9
721913,Paving Plant Operators,Year 11 ,8.0
721914,Railway Track Plant Operators,Year 11 ,8.0
721915,Road Roller Operators,Year 11 ,6.4
721916,Streetsweeper Operators,Year 11 ,6.6
721999,Mobile Plant Operators (not covered elsewhere),Year 11 ,8.3
731111,Chauffeurs,Year 11 ,5.8
731112,Taxi Drivers,Year 11 ,3.4
731199,Other Automobile Drivers,Year 11 ,2.6
731211,Bus Drivers,Year 11 ,5.2
731212,Charter and Tour Bus Drivers,Year 11 ,5.5
731213,Passenger Coach Drivers,Year 11 ,6.8
731311,Train Drivers,Year 11 ,4.7
731312,Tram Drivers,Year 11 ,6.5
733111,Truck Drivers (General),Year 11 ,7.7
733112,Aircraft Refuellers,Year 11 ,5.9
733113,Furniture Removalist Drivers,Year 11 ,8.9
733114,Tanker Drivers,Year 11 ,7.8
733115,Tow Truck Drivers,Year 11 ,7.6
811411,Commercial Housekeepers,Year 11 ,6.6
811412,Domestic Housekeepers,Year 11 ,6.6
811511,Laundry Workers (General),Year 11 ,6.5
811512,Drycleaners,Year 11 ,6.5
811513,Ironers and Pressers,Year 11 ,6.4
811611,Carpet Cleaners,Year 11 ,7.1
811612,Window Cleaners,Year 11 ,8.4
811699,Cleaners (not covered elsewhere),Year 11 ,7.4
821111,Builder's Labourers,Year 11 ,7.8
821112,"Drainage, Sewerage and Stormwater Labourers",Year 11 ,6.1
821113,Earthmoving Labourers,Year 11 ,8.3
821114,Plumber's Assistants,Year 11 ,9.0
821411,Building Insulation Installers,Year 11 ,7.0
821412,Home Improvement Installers,Year 11 ,7.1
821711,Construction Riggers,Year 11 ,6.9
821712,Scaffolders,Year 11 ,9.3
821713,Steel Fixers,Year 11 ,9.7
821714,Structural Steel Erectors,Year 11 ,10.2
821911,Crane Chasers,Year 11 ,6.7
821912,Driller's Assistants,Year 11 ,6.9
821913,Laggers,Year 11 ,6.1
821914,Mining Support Workers,Year 11 ,8.4
821915,Surveyor's Assistants,Year 11 ,3.3
831111,Baking Factory Workers,Year 11 ,5.4
831112,Brewery Workers,Year 11 ,3.0
831113,Confectionery Makers,Year 11 ,7.8
831114,Dairy Products Makers,Year 11 ,8.8
831115,Fruit and Vegetable Factory Workers,Year 11 ,7.8
831116,Grain Mill Workers,Year 11 ,6.7
831117,Sugar Mill Workers,Year 11 ,6.3
831118,Winery Cellar Hands,Year 11 ,9.3
831199,Other Food and Drink Factory Workers,Year 11 ,6.8
831211,Meat Boners and Slicers,Year 11 ,5.8
831212,Slaughterers,Year 11 ,6.5
831311,Meat Process Workers,Year 11 ,6.8
831312,Poultry Process Workers,Year 11 ,6.5
831313,Seafood Process Workers,Year 11 ,6.8
832111,Chocolate Packers,Year 11 ,7.7
832112,Container Fillers,Year 11 ,9.7
832113,Fruit and Vegetable Packers,Year 11 ,5.4
832114,Meat Packers,Year 11 ,6.2
832115,Seafood Packers,Year 11 ,5.0
832199,Other Packers,Year 11 ,6.7
839211,Plastics Factory Workers,Year 11 ,8.1
839212,Rubber Factory Workers,Year 11 ,6.1
839311,Product Examiners,Year 11 ,4.1
839312,Product Graders,Year 11 ,7.3
839313,Product Testers,Year 11 ,4.3
839411,Paper and Pulp Mill Workers,Year 11 ,9.9
839412,Sawmill and Timber Yard Workers,Year 11 ,8.8
839413,Wood and Wood Products Factory Workers,Year 11 ,9.0
839911,Cement and Concrete Plant Workers,Year 11 ,10.8
839912,Chemical Plant Workers,Year 11 ,5.0
839913,Clay Processing Factory Workers,Year 11 ,11.5
839914,Fabric and Textile Factory Workers,Year 11 ,6.0
